시군구,번지,본번,부번,건물명,전월세구분,전용면적,계약년월,계약일,보증금,월세,층,건축년도,도로명
부산광역시 금정구 장전동,334-60,0334,0060,피에스타,전세,19.44,202111,17,4500,0,3,2004,장전로 33-9
부산광역시 금정구 장전동,334-60,0334,0060,피에스타,전세,19.44,202111,22,4500,0,2,2004,장전로 33-9
부산광역시 금정구 장전동,334-60,0334,0060,피에스타,전세,19.44,202204,15,4500,0,3,2004,장전로 33-9
부산광역시 금정구 장전동,124-16,0124,0016,하늘정원,월세,14.07,202202,26,300,30,3,2015,수림로91번길 20
부산광역시 금정구 장전동,124-16,0124,0016,하늘정원,월세,15.24,202202,28,500,30,2,2015,수림로91번길 20
부산광역시 금정구 장전동,118-1,0118,0001,합천빌라,월세,50.74,202201,15,2000,30,5,1997,수림로72번길 20
부산광역시 금정구 장전동,97-11,0097,0011,해성빌라,전세,37.49,202203,15,6825,0,3,2004,수림로72번길 66
부산광역시 금정구 장전동,97-17,0097,0017,해성쉐르빌,전세,63.16,202201,27,12000,0,5,2002,수림로72번길 64
부산광역시 금정구 장전동,129-12,0129,0012,해오름,월세,16.59,202202,5,500,30,5,2013,수림로71번길 16
부산광역시 금정구 장전동,233-35,0233,0035,해피하우스,월세,12.01,202202,14,100,31,3,2012,부산대학로64번길 114
부산광역시 금정구 장전동,233-35,0233,0035,해피하우스,월세,13.5,202202,28,500,34,5,2012,부산대학로64번길 114
부산광역시 금정구 장전동,47-8,0047,0008,현대빌라(47-8),월세,46.21,202201,31,3000,45,2,2004,금강로279번안길 6
부산광역시 금정구 장전동,619-1,0619,0001,현대빌라(619-1),전세,74.535,202112,15,10000,0,3,1999,식물원로44번길 8-10
부산광역시 금정구 장전동,275-15,0275,0015,현대스타원룸,월세,29.54,202202,15,500,45,3,2014,금강로279번안길 24-5
부산광역시 금정구 장전동,275-15,0275,0015,현대스타원룸,월세,14.64,202202,25,500,38,3,2014,금강로279번안길 24-5
부산광역시 금정구 장전동,25-6,0025,0006,호정원텔3,월세,15.27,202203,9,300,27,3,2002,금강로321번길 126
부산광역시 금정구 장전동,505-10,0505,0010,홍익아트빌,전세,67.9,202201,25,15200,0,2,2016,금샘로17번길 6
부산광역시 금정구 장전동,505-10,0505,0010,홍익아트빌,전세,67.9,202201,25,15200,0,2,2016,금샘로17번길 6
부산광역시 금정구 장전동,23-14,0023,0014,효성힐하우스,전세,13.63,202112,23,5000,0,2,2013,금강로321번길 117-10
부산광역시 금정구 장전동,23-14,0023,0014,효성힐하우스,월세,13.63,202112,27,500,17,3,2013,금강로321번길 117-10
부산광역시 금정구 장전동,23-14,0023,0014,효성힐하우스,전세,75.99,202201,21,5000,0,2,2013,금강로321번길 117-10
부산광역시 금정구 장전동,23-14,0023,0014,효성힐하우스,월세,14.98,202202,19,500,33,3,2013,금강로321번길 117-10
부산광역시 금정구 장전동,271-5,0271,0005,효원아름빌,월세,14.14,202202,5,500,32,2,2013,금강로279번안길 10
부산광역시 금정구 장전동,335-14,0335,0014,효원아트빌,월세,19.38,202202,5,500,33,7,2000,금정로 48-3
부산광역시 금정구 장전동,272-1,0272,0001,효정원룸,전세,18.285,202112,10,5000,0,3,2013,금강로279번안길 25
부산광역시 금정구 장전동,272-1,0272,0001,효정원룸,월세,17.94,202201,28,500,30,4,2013,금강로279번안길 25
부산광역시 금정구 장전동,134-1,0134,0001,휴먼스빌,월세,14.04,202202,12,500,30,3,2012,금강로347번길 59
부산광역시 금정구 장전동,134-13,0134,0013,힐링빌,월세,16.91,202203,14,2000,35,3,2013,금강로335번길 46
부산광역시 금정구 장전동,134-9,0134,0009,힐마루,월세,12.38,202202,7,500,33,2,2013,수림로81번길 33
부산광역시 금정구 장전동,134-9,0134,0009,힐마루,월세,12.62,202203,6,2000,24,2,2013,수림로81번길 33
부산광역시 금정구 장전동,124-4,0124,0004,힐스빌,전세,14.22,202201,19,3900,0,2,2012,수림로93번길 13
부산광역시 금정구 장전동,124-4,0124,0004,힐스빌,월세,16.3,202203,1,2000,20,3,2012,수림로93번길 13
부산광역시 금정구 장전동,271-18,0271,0018,힐스토리,전세,12.27,202111,22,3000,0,4,2013,금강로279번안길 8
부산광역시 금정구 장전동,271-18,0271,0018,힐스토리,전세,12.27,202201,26,3000,0,4,2013,금강로279번안길 8
부산광역시 금정구 장전동,271-18,0271,0018,힐스토리,월세,13.26,202202,26,500,30,3,2013,금강로279번안길 8
부산광역시 금정구 장전동,271-18,0271,0018,힐스토리,월세,13.77,202202,26,300,34,3,2013,금강로279번안길 8
부산광역시 금정구 장전동,271-18,0271,0018,힐스토리,월세,13.77,202203,1,300,30,4,2013,금강로279번안길 8
부산광역시 금정구 장전동,271-18,0271,0018,힐스토리,월세,13.77,202203,1,500,35,2,2013,금강로279번안길 8
부산광역시 금정구 청룡동,31-18,0031,0018,(31-18),월세,105.66,202202,20,7000,30,4,1997,금강로754번길 13
부산광역시 금정구 청룡동,31-18,0031,0018,(31-18),월세,105.66,202205,10,7000,30,4,1997,금강로754번길 13
부산광역시 금정구 청룡동,83-21,0083,0021,(83-21),월세,21.53,202204,28,300,35,2,2013,청룡예전로 8-9
부산광역시 금정구 청룡동,33-21,0033,0021,경진빌라,월세,54.74,202111,23,2000,40,4,1991,팔송로24번길 50
부산광역시 금정구 청룡동,83-17,0083,0017,골든빌(원룸),월세,22.69,202204,28,500,35,3,2003,청룡예전로 10-10
부산광역시 금정구 청룡동,44-1,0044,0001,금강빌라,전세,66.92,202201,26,10000,0,3,1998,청룡로34번길 14-4
부산광역시 금정구 청룡동,631-10,0631,0010,범어빌라,전세,75.29,202205,22,11000,0,2,1996,청룡로62번길 15-6
부산광역시 금정구 청룡동,44-20,0044,0020,세광골드빌,월세,18.54,202112,28,1000,30,4,2012,청룡로34번길 14-14
부산광역시 금정구 청룡동,83-33,0083,0033,에스에이치빌,월세,24.31,202203,11,200,24,2,2018,청룡예전로 8-11
부산광역시 금정구 청룡동,42-3,0042,0003,이다빌리지2,전세,66.42,202205,11,12000,0,5,2011,청룡로34번길 13-8
부산광역시 금정구 청룡동,39-11,0039,0011,정원프린스빌,전세,49.09,202201,15,12000,0,4,2017,남산냇길 121
부산광역시 금정구 청룡동,7-13,0007,0013,청룡협성엠파이어빌102,월세,15.84,202205,13,300,18,2,2013,금정도서관로 5-20
부산광역시 금정구 청룡동,30-6,0030,0006,하이캐슬,전세,59.4782,202112,2,20000,0,3,2017,청룡예전로 11-1
부산광역시 금정구 청룡동,30-8,0030,0008,한양탑스빌5차,월세,71.43,202112,18,6000,30,5,2012,팔송로18번길 38
부산광역시 금정구 청룡동,23-15,0023,0015,힐스테이시티,월세,15.11,202112,19,1000,35,12,2016,청룡예전로 1-8
부산광역시 금정구 청룡동,23-15,0023,0015,힐스테이시티,월세,15.11,202202,25,500,34,11,2016,청룡예전로 1-8
부산광역시 금정구 청룡동,23-15,0023,0015,힐스테이시티,월세,15.11,202204,29,300,35,13,2016,청룡예전로 1-8
부산광역시 금정구 회동동,174-1,0174,0001,세일(가.나동),전세,44.66,202112,17,3500,0,2,1981,회천로19번길 32-13
부산광역시 금정구 회동동,173-10,0173,0010,최신(가.나동),전세,50.84,202203,26,4000,0,2,1978,회천로25번길 15
부산광역시 기장군 기장읍 교리,18-2,0018,0002,노이하우스디이동,월세,28.71,202201,29,500,28,2,2003,차성로451번길 17
부산광역시 기장군 기장읍 교리,18-4,0018,0004,노이하우스비이동,전세,74.15,202202,17,12000,0,2,2003,차성로417번길 24-13
부산광역시 기장군 기장읍 교리,351-17,0351,0017,더하우스기장점,전세,22.78,202202,18,4000,0,4,2004,차성동로 160-21
부산광역시 기장군 기장읍 교리,345-3,0345,0003,동림빌라,전세,29.99,202201,15,6000,0,2,2011,차성로390번길 20
부산광역시 기장군 기장읍 교리,353-11,0353,0011,로얄조이빌라,월세,75.22,202112,2,2500,35,5,2000,차성동로 168-11
부산광역시 기장군 기장읍 교리,327-13,0327,0013,박실빌라,월세,72.52,202202,8,5000,10,2,2003,차성로389번길 19
부산광역시 기장군 기장읍 교리,348-5,0348,0005,샛별빌,월세,18.85,202202,25,2000,35,3,2015,차성동로 153-11
부산광역시 기장군 기장읍 교리,348-5,0348,0005,샛별빌,월세,15.83,202205,27,500,30,5,2015,차성동로 153-11
부산광역시 기장군 기장읍 교리,333-7,0333,0007,쉘리하우스B동,전세,73.81,202205,12,10500,0,3,2002,차성로404번길 43
부산광역시 기장군 기장읍 교리,345-11,0345,0011,청솔마을,월세,49.41,202112,9,1000,30,2,2003,차성로390번길 18
부산광역시 기장군 기장읍 교리,333-14,0333,0014,화이트파크1,월세,53.37,202203,9,2000,60,3,2013,차성로404번길 39
부산광역시 기장군 기장읍 교리,352-3,0352,0003,화이트하우스1,월세,70.7,202205,14,2000,55,3,2012,차성동로 168-12
부산광역시 기장군 기장읍 대라리,269-9,0269,0009,(269-9),월세,25.4956,202205,21,500,45,4,2015,차성동로5번길 7
부산광역시 기장군 기장읍 대라리,977,0977,0000,기장제이에스빌,전세,56.85,202111,15,16000,0,2,2017,차성서로 79
부산광역시 기장군 기장읍 대라리,977,0977,0000,기장제이에스빌,전세,42.01,202203,22,13000,0,4,2017,차성서로 79
부산광역시 기장군 기장읍 대라리,188-11,0188,0011,누리마을,월세,41.86,202111,11,500,42,5,2013,대청로36번길 55
부산광역시 기장군 기장읍 대라리,189-2,0189,0002,누리빌(189-2),월세,41.11,202112,11,1000,40,4,2012,차성로 192-6
부산광역시 기장군 기장읍 대라리,189-2,0189,0002,누리빌(189-2),월세,40.75,202201,15,500,47,3,2012,차성로 192-6
부산광역시 기장군 기장읍 대라리,162-21,0162,0021,대원빌라A동,전세,70.37,202205,31,7900,0,3,1999,대청로8번길 13
부산광역시 기장군 기장읍 대라리,164-6,0164,0006,부산비치,월세,74.94,202112,25,500,50,2,1999,대청로22번길 16-1
부산광역시 기장군 기장읍 대라리,176-14,0176,0014,서인골든빌라7차101동,월세,75.35,202203,31,2000,50,3,2001,차성로215번길 3
부산광역시 기장군 기장읍 대라리,940,0940,0000,성산그린빌라,월세,73.465,202201,21,1000,45,4,2003,차성서로101번길 9
부산광역시 기장군 기장읍 대라리,148-20,0148,0020,솔바람하우스,월세,23.45,202111,5,500,43,4,2013,차성로242번길 24
부산광역시 기장군 기장읍 대라리,148-20,0148,0020,솔바람하우스,월세,23.45,202111,5,500,43,4,2013,차성로242번길 24
부산광역시 기장군 기장읍 대라리,148-20,0148,0020,솔바람하우스,월세,19.95,202112,18,400,45,4,2013,차성로242번길 24
부산광역시 기장군 기장읍 대라리,900,0900,0000,순보그린빌라201,월세,25.3,202202,25,200,30,4,2003,차성서로77번길 36-4
부산광역시 기장군 기장읍 대라리,900,0900,0000,순보그린빌라201,월세,25.3,202202,25,200,30,4,2003,차성서로77번길 36-4
부산광역시 기장군 기장읍 대라리,160-21,0160,0021,신호팰리스101동102동,전세,62.4175,202205,19,12000,0,4,2015,대청로8번길 10
부산광역시 기장군 기장읍 대라리,160-21,0160,0021,신호팰리스101동102동,전세,62.4175,202205,19,12000,0,4,2015,대청로8번길 10
부산광역시 기장군 기장읍 대라리,160-4,0160,0004,신호팰리스103동104동,전세,62.4175,202112,10,15000,0,5,2015,대청로8번길 6
부산광역시 기장군 기장읍 대라리,160-4,0160,0004,신호팰리스103동104동,전세,62.4175,202112,20,14000,0,4,2015,대청로8번길 6
부산광역시 기장군 기장읍 대라리,960,0960,0000,신화빌라,월세,76.41,202201,21,1000,50,4,1997,차성남로 12
부산광역시 기장군 기장읍 대라리,1045,1045,0000,신화빌라2차,월세,78.095,202204,28,2000,50,1,1998,차성로253번길 35
부산광역시 기장군 기장읍 대라리,168-9,0168,0009,아람하이츠A동,전세,76.2,202201,19,1000,0,2,1997,대청로36번길 11-15
부산광역시 기장군 기장읍 대라리,146-8,0146,0008,영호엔젤빌라,월세,68.28,202201,5,2000,50,2,1992,대청로21번길 8
부산광역시 기장군 기장읍 대라리,839,0839,0000,영호엔젤빌라3차,월세,72,202205,19,2000,10,3,1994,차성서로109번길 21
부산광역시 기장군 기장읍 대라리,144-12,0144,0012,위클라우드8차,월세,19.63,202111,3,500,38,3,2015,차성로242번길 47
부산광역시 기장군 기장읍 대라리,144-12,0144,0012,위클라우드8차,월세,29.95,202203,2,500,60,5,2015,차성로242번길 47
부산광역시 기장군 기장읍 대라리,144-29,0144,0029,위클라우드9차,월세,29.33,202201,15,500,60,4,2015,차성로242번길 49
부산광역시 기장군 기장읍 대라리,183-3,0183,0003,윌러스A,전세,54.8585,202203,14,11000,0,5,2012,대청로14번길 36-1
부산광역시 기장군 기장읍 대라리,138-6,0138,0006,윌러스빌B동,전세,57.8651,202112,3,8000,0,4,2013,대청로21번길 27
부산광역시 기장군 기장읍 대라리,138-6,0138,0006,윌러스빌B동,전세,57.8651,202205,27,11000,0,2,2013,대청로21번길 27
부산광역시 기장군 기장읍 대라리,91-2,0091,0002,정현주택,월세,25.2,202111,4,2000,17,3,2012,차성남로89번길 5-9
부산광역시 기장군 기장읍 대라리,890,0890,0000,중앙하이츠빌라1차B동,전세,53.78,202202,12,7000,0,4,1999,차성남로 1-5
부산광역시 기장군 기장읍 대라리,890,0890,0000,중앙하이츠빌라1차B동,전세,53.78,202202,18,6500,0,4,1999,차성남로 1-5
부산광역시 기장군 기장읍 대라리,144-3,0144,0003,코스모스빌,월세,21.044,202111,19,300,35,5,2016,차성동로19번길 15
부산광역시 기장군 기장읍 대라리,942,0942,0000,태광빌라B,전세,74.39,202202,24,10000,0,3,2011,차성남로 7-8
부산광역시 기장군 기장읍 대라리,164-20,0164,0020,한영원룸A동,월세,26.77,202204,14,100,26,5,2002,대청로22번길 6
부산광역시 기장군 기장읍 대라리,339,0339,0000,해든누리,전세,45.58,202112,23,10000,0,3,2013,대청로21번길 48
부산광역시 기장군 기장읍 대라리,138-8,0138,0008,해든하우스,월세,24.6,202202,24,4700,8,5,2012,차성로249번길 19
부산광역시 기장군 기장읍 대라리,1020,1020,0000,혜우빌,전세,45.88,202111,20,6000,0,4,2013,차성남로27번길 2
부산광역시 기장군 기장읍 대변리,529-3,0529,0003,블루캐슬,월세,45.47,202205,19,1000,50,5,2014,대변로 122
부산광역시 기장군 기장읍 대변리,152,0152,0000,조광아름채,전세,67.01,202112,7,19000,0,4,2018,대변3길 34-1
부산광역시 기장군 기장읍 대변리,152,0152,0000,조광아름채,전세,67.01,202112,7,19000,0,4,2018,대변3길 34-1
부산광역시 기장군 기장읍 대변리,580-1,0580,0001,한얼주택,월세,50.31,202204,28,1000,40,3,1986,무양2길 23-12
부산광역시 기장군 기장읍 동부리,375-4,0375,0004,(375-4),월세,17.83,202202,12,500,27,2,2011,차성동로126번길 14
부산광역시 기장군 기장읍 동부리,375-16,0375,0016,경신쉘리빌,월세,27.24,202112,7,200,30,2,2003,차성동로122번길 17
부산광역시 기장군 기장읍 동부리,377-5,0377,0005,골든파크,월세,29.71,202202,5,500,50,3,2018,차성동로126번길 19
부산광역시 기장군 기장읍 동부리,374-2,0374,0002,다올하우스,전세,49.94,202202,7,9970,0,4,2014,차성동로122번길 6
부산광역시 기장군 기장읍 동부리,335-14,0335,0014,동부품안애,전세,70.81,202111,19,14000,0,3,2016,차성로321번길 9
부산광역시 기장군 기장읍 동부리,335-14,0335,0014,동부품안애,전세,70.81,202111,23,13500,0,2,2016,차성로321번길 9
부산광역시 기장군 기장읍 동부리,335-14,0335,0014,동부품안애,월세,70.81,202112,5,10000,25,2,2016,차성로321번길 9
부산광역시 기장군 기장읍 동부리,335-14,0335,0014,동부품안애,전세,70.81,202201,14,18000,0,1,2016,차성로321번길 9
부산광역시 기장군 기장읍 동부리,335-14,0335,0014,동부품안애,전세,70.81,202203,2,13500,0,2,2016,차성로321번길 9
부산광역시 기장군 기장읍 동부리,335-14,0335,0014,동부품안애,전세,70.81,202203,5,13000,0,1,2016,차성로321번길 9
부산광역시 기장군 기장읍 동부리,375-8,0375,0008,부명아트빌1차,월세,64.29,202201,27,2000,45,2,2002,차성동로126번길 30
부산광역시 기장군 기장읍 동부리,112-4,0112,0004,부전빌리지가동,전세,56.7,202204,22,9000,0,1,1996,차성로333번길 6-5
부산광역시 기장군 기장읍 동부리,379-4,0379,0004,비앤비,월세,15.28,202112,31,100,40,4,2011,반송로 1630-1
부산광역시 기장군 기장읍 동부리,375-15,0375,0015,영지빌라,월세,20.62,202112,24,200,37,2,2002,차성동로122번길 19
부산광역시 기장군 기장읍 동부리,375-15,0375,0015,영지빌라,월세,20.07,202205,11,500,36,3,2002,차성동로122번길 19
부산광역시 기장군 기장읍 동부리,365-5,0365,0005,진하우스,월세,24.03,202111,10,4000,10,5,2010,차성동로 110-18
부산광역시 기장군 기장읍 동부리,284-1,0284,0001,태경빌,월세,21.735,202201,5,500,40,3,2013,차성동로 94-2
부산광역시 기장군 기장읍 동부리,330-2,0330,0002,태원메르빌,월세,19.377,202111,10,300,25,2,2003,차성동로 98-4
부산광역시 기장군 기장읍 동부리,390-2,0390,0002,태훈가그린빌라,전세,78.91,202111,20,13200,0,2,2016,차성로365번길 3-6
부산광역시 기장군 기장읍 동부리,390-2,0390,0002,태훈가그린빌라,전세,78.91,202111,20,13200,0,2,2016,차성로365번길 3-6
부산광역시 기장군 기장읍 동부리,395-10,0395,0010,한보빌라,월세,67.77,202111,20,1000,40,1,1997,배산로 78
부산광역시 기장군 기장읍 서부리,433,0433,0000,동성원룸,전세,21.91,202201,19,4000,0,2,2003,배산로8번길 90
부산광역시 기장군 기장읍 서부리,433,0433,0000,동성원룸,전세,20.74,202203,30,4000,0,2,2003,배산로8번길 90
부산광역시 기장군 기장읍 서부리,433,0433,0000,동성원룸,전세,19.44,202204,7,4000,0,3,2003,배산로8번길 90
부산광역시 기장군 기장읍 연화리,372-4,0372,0004,경일빌라,월세,52.08,202205,6,500,45,3,1992,연화1길 49-7
부산광역시 기장군 기장읍 청강리,273-14,0273,0014,가람빌리지B동,전세,68.05,202204,15,13000,0,2,2012,대청로71번길 31
부산광역시 기장군 기장읍 청강리,80-7,0080,0007,가우디움2,전세,27.4198,202203,17,10000,0,3,2021,차성동로20번길 9-14
부산광역시 기장군 기장읍 청강리,64-1,0064,0001,남경,월세,58.5,202204,10,1500,20,4,1984,기장대로 499-4
부산광역시 기장군 기장읍 청강리,291-12,0291,0012,대동레미안신승빌,전세,18.6721,202112,6,3500,0,2,2016,대청로71번길 14
부산광역시 기장군 기장읍 청강리,291-12,0291,0012,대동레미안신승빌,전세,23.0181,202112,13,5000,0,2,2016,대청로71번길 14
부산광역시 기장군 기장읍 청강리,291-12,0291,0012,대동레미안신승빌,전세,17.9996,202201,28,4000,0,2,2016,대청로71번길 14
부산광역시 기장군 기장읍 청강리,291-12,0291,0012,대동레미안신승빌,전세,18.6721,202205,16,3500,0,2,2016,대청로71번길 14
부산광역시 기장군 기장읍 청강리,291-14,0291,0014,대동레미안태종빌,전세,19.8392,202202,18,4000,0,5,2016,대청로71번길 10
부산광역시 기장군 기장읍 청강리,291-13,0291,0013,대동레미안화승빌,전세,18.6477,202112,15,3500,0,3,2016,대청로71번길 12
부산광역시 기장군 기장읍 청강리,250,0250,0000,영신,월세,53.94,202112,18,1000,38,3,1996,청강로91번길 69-3
부산광역시 기장군 기장읍 청강리,90-38,0090,0038,위클라우드17차,월세,18.035,202111,2,300,37,1,2018,차성남로88번길 29
부산광역시 기장군 기장읍 청강리,90-38,0090,0038,위클라우드17차,월세,18.035,202205,6,1000,32,1,2018,차성남로88번길 29
부산광역시 기장군 기장읍 청강리,60-5,0060,0005,은성,월세,64.8,202204,14,300,25,5,1985,차성남로 104
부산광역시 기장군 기장읍 청강리,174-8,0174,0008,청암빌,월세,47.06,202203,21,500,40,2,2012,청강로91번길 7
부산광역시 기장군 일광읍    삼성리,35-18,0035,0018,일광,월세,51.22,202112,2,1000,25,1,1986,삼성1길 5-6
부산광역시 기장군 일광읍    이천리,928-9,0928,0009,스카이빌리지,월세,79.04,202111,4,1000,68,2,2013,이천7길 18
부산광역시 기장군 일광읍    이천리,371-3,0371,0003,이천,월세,49.68,202205,4,1000,25,2,1983, 9-6
부산광역시 기장군 일광읍    화전리,35-7,0035,0007,(35-7),월세,66.3166,202204,18,500,40,4,2018,기장대로 1047-15
부산광역시 기장군 장안읍 길천리,245-54,0245,0054,씨제이비치빌,월세,44.15,202112,16,1000,35,4,2007,길천2길 59-68
부산광역시 기장군 장안읍 길천리,245-43,0245,0043,씨제이비치빌B동,전세,41.8,202205,20,4500,0,1,2006,길천2길 59-54
부산광역시 기장군 장안읍 월내리,409-1,0409,0001,오션뷰타운1차,전세,59.9968,202202,17,1700,0,1,2013,월내4길 29
부산광역시 기장군 장안읍 장안리,491,0491,0000,장안빌,월세,25.72,202201,3,100,27,4,2014,협동로 10-1
부산광역시 기장군 정관읍 방곡리,437,0437,0000,파스텔라타운하우스,전세,84.99,202112,16,43000,0,2,2018,정관덕산길 80
부산광역시 기장군 정관읍 방곡리,437,0437,0000,파스텔라타운하우스,전세,84.99,202203,14,30000,0,2,2018,정관덕산길 80
부산광역시 기장군 정관읍 방곡리,437,0437,0000,파스텔라타운하우스,전세,84.96,202205,10,31500,0,1,2018,정관덕산길 80
부산광역시 남구 감만동,39-57,0039,0057,감만파크빌라1동,전세,58.7,202112,13,10000,0,4,2002,석포로 50-12
부산광역시 남구 감만동,39-57,0039,0057,감만파크빌라1동,전세,58.7,202112,13,10000,0,4,2002,석포로 50-12
부산광역시 남구 감만동,3-287,0003,0287,남광,전세,59.7,202112,4,4500,0,2,1980,양지골로251번길 24
부산광역시 남구 감만동,3-287,0003,0287,남광,전세,58.12,202204,29,7000,0,1,1980,양지골로251번길 24
부산광역시 남구 감만동,3-499,0003,0499,"남부하이츠빌라(A,B)",전세,74.745,202203,16,6750,0,4,1998,양지골로251번길 5
부산광역시 남구 감만동,29-262,0029,0262,대호,전세,48.5,202111,18,500,0,2,1982,석포로58번길 40
부산광역시 남구 감만동,29-262,0029,0262,대호,월세,50.48,202112,22,1000,30,2,1982,석포로58번길 37
부산광역시 남구 감만동,29-262,0029,0262,대호,전세,50.48,202202,18,3000,0,1,1982,석포로58번길 40
부산광역시 남구 감만동,3-319,0003,0319,동신주택(비동),월세,51.885,202111,22,5000,10,3,1985,양지골로251번길 53
부산광역시 남구 감만동,3-319,0003,0319,동신주택(비동),월세,51.885,202201,30,500,35,2,1985,양지골로251번길 53
부산광역시 남구 감만동,3-319,0003,0319,동신주택(비동),전세,51.885,202203,14,5000,0,1,1985,양지골로251번길 53
부산광역시 남구 감만동,3-316,0003,0316,동신주택(에이동),전세,49.365,202202,14,4000,0,3,1984,양지골로251번길 53
부산광역시 남구 감만동,3-316,0003,0316,동신주택(에이동),전세,49.365,202204,2,5500,0,3,1984,양지골로251번길 53
부산광역시 남구 감만동,3-316,0003,0316,동신주택(에이동),전세,49.365,202204,2,5500,0,3,1984,양지골로251번길 53
부산광역시 남구 감만동,3-316,0003,0316,동신주택(에이동),전세,49.365,202205,9,5000,0,1,1984,양지골로251번길 53
부산광역시 남구 감만동,163-2,0163,0002,새감만종합시장,전세,43.2,202112,12,1900,0,5,1982,홍곡로 3
부산광역시 남구 감만동,3-346,0003,0346,새마을주택,전세,41.13,202201,22,4500,0,1,1986,양지골로251번길 63
부산광역시 남구 감만동,3-346,0003,0346,새마을주택,전세,42.48,202205,2,4000,0,1,1986,양지골로251번길 63
부산광역시 남구 감만동,3-346,0003,0346,새마을주택,전세,41.13,202205,9,5000,0,1,1986,양지골로251번길 63
부산광역시 남구 감만동,3-302,0003,0302,신일,월세,54.88,202204,1,2000,20,2,1979,양지골로 275
부산광역시 남구 감만동,3-394,0003,0394,신한주택(3-394),전세,37.93,202204,25,2500,0,2,1987,양지골로287번길 36
부산광역시 남구 감만동,3-288,0003,0288,적기,월세,57.88,202202,4,1000,10,1,1980,양지골로251번가길 12
부산광역시 남구 감만동,3-288,0003,0288,적기,월세,58.64,202202,22,2000,30,1,1980,양지골로251번가길 12
부산광역시 남구 감만동,3-288,0003,0288,적기,전세,58.64,202204,9,7000,0,1,1980,양지골로251번가길 12
부산광역시 남구 감만동,3-288,0003,0288,적기,전세,57.88,202204,9,4000,0,2,1980,양지골로251번가길 12
부산광역시 남구 감만동,30-29,0030,0029,지정빌라,전세,56.73,202111,30,10000,0,3,2002,석포로26번가길 40
부산광역시 남구 감만동,33-200,0033,0200,하나빌,전세,58.14,202112,14,10000,0,4,2002,석포로56번길 13
부산광역시 남구 감만동,34-53,0034,0053,행운빌라,월세,25.79,202201,25,1000,30,3,2000,석포로56번길 23-8
부산광역시 남구 감만동,34-53,0034,0053,행운빌라,월세,38.73,202204,29,1000,32,1,2000,석포로56번길 23-8
부산광역시 남구 감만동,20-46,0020,0046,화평빌리지C,월세,21.15,202203,25,300,30,2,2003,석포로32번길 16
부산광역시 남구 감만동,20-48,0020,0048,화평빌리지D,월세,17.76,202111,7,2000,10,2,2003,석포로32번길 16
부산광역시 남구 대연동,1730-1,1730,0001,(1730-1),월세,51.12,202202,26,200,37,2,1975,유엔로169번길 97
부산광역시 남구 대연동,281-23,0281,0023,(281-23),전세,58.65,202201,27,10000,0,5,2011,진남로36번길 94
부산광역시 남구 대연동,374-11,0374,0011,(374-11),전세,24.15,202201,15,4500,0,3,2010,수영로266번길 12-4
부산광역시 남구 대연동,374-11,0374,0011,(374-11),전세,22.47,202201,22,4300,0,2,2010,수영로266번길 12-4
부산광역시 남구 대연동,374-11,0374,0011,(374-11),전세,19.04,202203,17,4000,0,3,2010,수영로266번길 12-4
부산광역시 남구 대연동,39-30,0039,0030,(39-30),월세,27.89,202202,22,500,50,12,2013,용소로7번길 63-6
부산광역시 남구 대연동,38-9,0038,0009,33빌,월세,15.84,202201,3,500,30,2,2012,용소로7번길 81
부산광역시 남구 대연동,38-9,0038,0009,33빌,월세,15.84,202201,29,500,30,2,2012,용소로7번길 81
부산광역시 남구 대연동,38-9,0038,0009,33빌,월세,14.945,202202,21,500,30,2,2012,용소로7번길 81
부산광역시 남구 대연동,38-12,0038,0012,7번가빌딩,월세,15.93,202111,18,500,37,4,2013,용소로7번길 77
부산광역시 남구 대연동,38-12,0038,0012,7번가빌딩,월세,15.805,202111,18,7500,10,6,2013,용소로7번길 77
부산광역시 남구 대연동,38-12,0038,0012,7번가빌딩,월세,15.805,202111,22,3000,27,5,2013,용소로7번길 77
부산광역시 남구 대연동,38-12,0038,0012,7번가빌딩,월세,15.93,202112,31,500,36,7,2013,용소로7번길 77
부산광역시 남구 대연동,33-41,0033,0041,FROM710,월세,19.625,202112,1,500,36,3,2001,용소로19번길 95
부산광역시 남구 대연동,33-41,0033,0041,FROM710,월세,17.525,202201,10,500,35,1,2001,용소로19번길 95
부산광역시 남구 대연동,33-41,0033,0041,FROM710,월세,17.525,202202,19,200,35,3,2001,용소로19번길 95
부산광역시 남구 대연동,33-41,0033,0041,FROM710,월세,18.05,202202,20,300,33,1,2001,용소로19번길 95
부산광역시 남구 대연동,1489-21,1489,0021,HC채마루,월세,50.81,202111,19,4445,15,2,2011,못골번영로72번길 11
부산광역시 남구 대연동,1501-7,1501,0007,HI-ONE,전세,22.71,202111,3,8000,0,5,2012,못골번영로59번길 4
부산광역시 남구 대연동,1501-7,1501,0007,HI-ONE,전세,20.77,202111,8,7000,0,4,2012,못골번영로59번길 4
부산광역시 남구 대연동,1501-7,1501,0007,HI-ONE,전세,17.785,202111,16,7000,0,2,2012,못골번영로59번길 4
부산광역시 남구 대연동,1501-7,1501,0007,HI-ONE,전세,18.9,202111,30,6000,0,4,2012,못골번영로59번길 4
부산광역시 남구 대연동,1501-7,1501,0007,HI-ONE,전세,18.9,202112,17,6000,0,2,2012,못골번영로59번길 4
